4.552878,0
5.949148,2
6.648946,3
8.398828,0
9.094769,2
10.13794,1
11.87738,0
13.97274,1
15.71282,1
16.75949,1
17.45554,1
19.19959,0
20.22703,2
21.28664,0
21.96587,1
23.02657,2
24.07053,1
24.76713,0
25.80603,1
28.25729,2
29.6498,0
31.39209,2
33.82739,3
36.95902,2
37.98562,2
39.39463,1
40.43749,3
41.83354,0
43.22501,3
45.30685,0
46.01968,1
47.74678,2
48.45853,3
50.54664,0
51.58987,2
52.63353,0
54.02544,0
55.41754,0
56.11299,0
56.80857,2
58.2,0
59.59213,3
60.2878,0
61.3315,0
62.38,1
62.38,3
62.7275,0
64.11911,2
65.5107,0
66.55446,2
68.28621,3
69.34647,1
70.02573,2
72.82742,3
73.18,1
73.18,3
73.18,0
73.18,2
73.18,3
73.52,0
73.52,1
73.52,2
73.52,3
73.53601,3
74.57883,2
75.97128,1
77.3459,3
77.70993,0
78.74,1
78.74,2
78.74,0
78.74,1
78.74,2
78.74,0
78.74,1
78.74,2
78.74,3
79.08585,3
80.82535,3
82.58,3
83.2771,2
84.3056,3
85.3657,1
86.4094,3
87.10539,1
88.1489,2
89.53204,3
89.89651,3
91.28811,3
92.33183,0
92.68,0
92.68,2
93.02797,2
93.70684,2
93.72,1
93.72,2
94.0713,2
95.1,1
95.1,2
95.44637,0
96.50708,3
98.24,0
98.24,3
98.59409,0
99.63782,1
100.665,1
101.3774,0
102.42,3
103.8131,0
104.5088,2
105.22,0
105.8999,0
106.5957,2
107.9873,1
109.3789,2
111.1184,3
111.8142,2
112.8581,1
113.8856,0
114.9459,1
115.9892,0
116.7,2
119.4683,0
122.2512,3
123.295,3
124.3386,1
125.3665,0
126.7745,3
127.8179,1
128.86,2
130.949,0
132.3521,0
133.0484,3
134.0913,3
135.1351,2
136.179,0
138.6188,0
141.4094,3
142.4531,2
144.1934,2
148.0059,1
148.7182,2
151.4855,1
152.5451,1
153.9367,2
154.285,0
155.3285,1
156.0075,1
156.36,1
156.36,2
156.36,0
156.36,2
156.36,3
156.36,0
156.36,1
156.36,2
156.36,3
156.7199,0
157.747,2
157.76,0
157.76,1
157.76,2
157.76,0
157.76,1
157.76,2
157.76,3
158.112,1
158.8,0
158.8,2
158.8,0
158.8,1
158.8,2
158.8,0
158.8,1
158.8,2
158.8,3
159.1587,1
160.2,1
160.2,2
160.8994,1
160.9,0
160.9,1
160.9,2
160.9,0
160.9,1
160.9,2
160.9,3
161.9264,3
161.94,0
161.94,3
161.94,1
161.94,2
161.94,3
161.94,0
161.94,1
161.94,2
161.94,3
162.2909,1
163.32,0
163.32,3
163.32,0
163.32,1
163.32,3
163.32,0
163.32,1
163.32,2
163.32,3
163.6685,2
164.72,2
164.72,3
164.72,0
164.72,2
164.72,3
165.0771,0
166.12,0
166.12,2
166.4687,3
166.82,0
166.82,3
167.1652,0
167.5,0
167.5,2
167.86,1
168.5565,0
169.2518,1
169.6,0
169.6,2
169.9477,3
170.28,1
170.28,2
170.6269,1
171.3395,3
171.34,0
171.34,2
172.7309,1
173.08,1
173.08,2
173.43,3
174.46,0
174.46,2
174.8069,0
175.86,0
175.86,2
176.2146,3
176.9,0
176.9,2
177.2586,2
178.2857,3
178.64,0
178.64,1
178.998,2
180.3896,0
181.7653,3
183.1727,1
184.5656,0
185.9563,0
186.6521,3
187.34,1
187.34,3
187.348,0
188.7396,2
189.42,2
189.42,3
189.42,0
189.42,2
189.42,3
189.7669,3
190.12,1
190.12,2
190.479,1
190.82,0
190.82,2
190.82,3
190.82,0
190.82,1
190.82,2
190.82,3
191.1752,3
191.86,1
191.86,2
192.2186,1
192.22,0
192.22,2
192.22,3
192.22,0
192.22,1
192.22,2
192.22,3
192.5665,2
192.9,2
192.9,3
193.6,1
193.6,2
193.6,0
193.6,1
193.6,2
193.6,0
193.6,1
193.6,2
193.6,3
193.9587,2
194.64,1
194.64,3
194.9852,1
195,1
195,2
195,3
195,0
195,1
195,2
195,3
196.04,0
196.04,3
196.38,0
196.38,1
196.38,3
196.38,0
196.38,1
196.38,2
196.38,3
196.3954,1
197.78,1
197.78,3
197.78,0
197.78,1
197.78,2
197.78,0
197.78,1
197.78,2
197.78,3
198.1347,0
199.18,0
199.18,2
199.18,1
199.18,2
199.18,3
199.18,0
199.18,1
199.18,2
199.18,3
199.5305,2
201.2694,2
202.645,2
203.0094,2
204.0526,3
205.7921,0
208.5753,3
