0.52,1
1.02,1
2.18,1
2.66,0
3.5,2
3.82,0
5.98,2
6.317613,3
6.48,2
6.82,3
7.635997,2
10.3,3
11.46,1
11.94,0
12.28,1
13.1,2
13.44,0
13.75765,3
13.92,3
14.41994,3
15.26,0
15.58,1
16.26,3
16.57723,2
16.74,0
17.58,0
17.9,3
17.92,0
17.92,3
18.08,0
18.4,0
18.58,2
18.9,0
19.24,2
19.9,2
20.4,0
21.24,1
21.24,3
21.4,2
21.88,1
21.9,0
21.9,1
22.06,0
22.56,2
22.56,3
22.56,0
22.56,1
22.56,3
22.72,1
23.06,1
23.06,3
23.22,1
23.7,2
24.54,1
24.88,2
24.88,3
25.04,3
26.88,1
27.36,0
28.04,2
28.86,1
29.52,0
29.52,1
29.68,1
30.02,0
30.02,1
30.18,1
30.52,2
30.52,3
30.52,0
30.52,2
30.52,3
30.52,0
30.52,1
30.52,2
30.52,3
30.67972,1
31.52,0
31.52,3
31.68,1
32.18,1
32.52,0
32.52,2
32.68,1
34.82,0
35.31901,1
35.98,2
36.32,0
36.82,1
36.98,1
36.98,3
37.14,2
38.14,2
39.3,1
39.3,3
39.46,2
39.8,0
39.8,1
39.8,1
40.61972,0
41.78,0
42.28,0
42.7784,0
43.62,0
44.44,0
45.91982,3
46.26,1
46.42,1
46.42,2
46.42,0
46.42,1
46.42,2
46.58,2
46.92,0
46.92,3
47.07978,0
47.59714,0
47.76,1
47.76,2
47.76,0
47.92,0
47.92,2
47.92,3
49.58,3
50.56,2
52.06,1
52.56,0
53.06,2
53.72,1
54.38,0
54.7,1
54.72,0
54.72,2
54.88,0
55.38,0
55.69907,2
56.19594,3
56.36,1
56.7,0
57.02,0
57.54,0
57.54,1
57.7,1
58.01802,0
59.34,1
59.36,0
59.36,1
59.52,2
60.02,0
60.5,1
61.18,1
61.4972,0
61.68,2
61.68,3
61.84,1
62.16,0
62.18,1
62.18,2
62.34,0
62.84,0
63.15845,2
63.5,2
63.82,0
64.3179,3
64.66,2
65,0
65,3
65.16,3
66.14,3
66.63734,0
66.98,2
67.3,0
67.3,2
67.45789,0
67.8,1
68.61754,0
69.28,0
69.77721,0
70.28,0
71.43999,0
72.09842,1
72.43999,0
72.93999,0
72.93999,3
73.1,2
74.08,1
74.76,1
74.76,3
74.92,0
75.24,1
75.42,1
75.9,0
76.08,2
76.4,2
76.89834,3
77.24,1
77.56,0
77.58,0
77.58,2
77.74,1
78.22,3
78.56,2
78.9,0
79.21766,1
79.38,1
79.88,0
80.06,2
80.37717,0
80.88,2
81.53687,0
82.36,1
82.6965,3
83.2,1
83.7,1
84.02,1
84.36,0
85.0178,2
85.02,0
85.02,1
85.18,2
86.34,0
86.68,3
87.33714,2
88,1
